run,luminosityBlock,event,PV_npvs,PV_x,PV_y,PV_z,nMuon,Muon_pt,Muon_eta,Muon_phi,Muon_mass,Muon_charge,Muon_pfRelIso03_all,Muon_pfRelIso04_all,Muon_dxy,Muon_dxyErr,Muon_dz,Muon_dzErr,nElectron,Electron_pt,Electron_eta,Electron_phi,Electron_mass,Electron_charge,Electron_pfRelIso03_all,Electron_dxy,Electron_dxyErr,Electron_dz,Electron_dzErr,MET_pt,MET_phi
196349,258,390380392.0,19,0.07186322659254074,0.06473785638809204,10.432929992675781,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],29.3204345703125,-0.2366037368774414
196438,116,99813920.0,20,0.07655392587184906,0.06247084587812424,-5.695201873779297,0,[],[],[],[],[],[],[],[],[],[],[],1,[133],[-0.612],[2.43],[-0.00963],[1],[0.0525],[-0.012],[0.0141],[0.0151],[0.0996],54.981937408447266,-0.1993417888879776
195109,189,225142843.0,14,0.06334152817726135,0.06249524652957916,-1.4922962188720703,0,[],[],[],[],[],[],[],[],[],[],[],1,[54.2],[2.3],[0.377],[-0.0518],[1],[-999],[-0.0925],[0.00897],[-0.0863],[0.0126],5.524748802185059,-1.3966026306152344
196218,110,124091075.0,22,0.07345064729452133,0.06331857293844223,9.908079147338867,0,[],[],[],[],[],[],[],[],[],[],[],3,"[5.12, 8.79, 74.3]","[-0.331, 0.053, 1.36]","[-0.911, -0.605, -2.89]","[0.0015, 0.00185, 0.0226]","[1, 1, 1]","[-999, -999, 1.41]","[-0.00192, -0.00175, 0.00457]","[0.00419, 0.00422, 0.00315]","[-8.02, -0.00213, -0.00172]","[0.00435, 0.00449, 0.00481]",9.004575729370117,1.9339098930358887
194108,228,201702023.0,19,0.06981927901506424,0.061998236924409866,0.8069954514503479,0,[],[],[],[],[],[],[],[],[],[],[],2,"[15.4, 16.7]","[-1.53, 1.41]","[2.62, 0.339]","[-0.00476, 0.0151]","[-1, -1]","[0.449, -999]","[-0.00292, -0.00515]","[0.0032, 0.00304]","[0.00205, 0.00991]","[0.0049, 0.00436]",11.775086402893066,-1.0081366300582886
195304,705,845867973.0,14,0.07722985744476318,0.06272079795598984,3.886969566345215,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],33.48500061035156,2.404860258102417
195397,1180,1368553110.0,11,0.07490473985671997,0.06138455867767334,-1.226022720336914,0,[],[],[],[],[],[],[],[],[],[],[],1,[24.6],[-0.67],[0.115],[-0.0063],[1],[-999],[0.00411],[0.00384],[0.00185],[0.00261],51.493568420410156,-1.448908805847168
195378,708,858348465.0,8,0.07534034550189972,0.0649697333574295,-4.9275383949279785,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],27.57349967956543,-1.5746735334396362
195552,1409,1586051958.0,7,0.0772787481546402,0.05995006859302521,3.8848278522491455,0,[],[],[],[],[],[],[],[],[],[],[],1,[79.2],[-2.57],[-0.317],[-0.082],[1],[-999],[0.0024],[0.00325],[-0.00604],[0.0121],14.11716365814209,-0.27173542976379395
194480,653,593669026.0,13,0.06938478350639343,0.05786992236971855,-8.92883586883545,0,[],[],[],[],[],[],[],[],[],[],[],1,[33.6],[2.49],[-1.82],[-0.0418],[-1],[-999],[-0.0222],[0.0312],[0.0233],[0.0693],9.638745307922363,-1.5339170694351196
195774,783,1154821871.0,10,0.07309071719646454,0.06568777561187744,-5.767595291137695,1,[4.02],[0.393],[2.72],[0.106],[1],[0.322],[0.322],[0.00294],[0.00293],[5.49],[0.00479],2,"[26.3, 45.2]","[0.382, 1.92]","[-2.77, -2.16]","[-0.00868, -0.0262]","[-1, -1]","[0.631, -999]","[0.0156, 0.0245]","[0.0047, 0.0148]","[-0.00623, -0.0517]","[0.00501, 0.00844]",25.869653701782227,2.0756938457489014
195251,39,73003641.0,17,0.07004857808351517,0.06610038131475449,-8.209112167358398,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],8.951759338378906,-1.5648471117019653
194711,23,21129499.0,11,0.07079102098941803,0.06215779110789299,-5.040284633636475,0,[],[],[],[],[],[],[],[],[],[],[],1,[15.8],[-0.713],[1.4],[-0.00628],[-1],[0.313],[0.00713],[0.00646],[0.00329],[0.00537],21.223155975341797,-1.1902189254760742
195774,760,1129427960.0,17,0.07195746898651123,0.06277822703123093,-9.130600929260254,1,[3.83],[-0.9],[0.652],[0.106],[-1],[-999],[-999],[-999],[-999],[-999],[-999],2,"[15.6, 70.3]","[-0.147, 1.85]","[-2.79, 0.269]","[0.00501, 0.054]","[-1, -1]","[-999, 0.337]","[-0.00127, -0.00732]","[0.00572, 0.0124]","[0.00356, 0.0332]","[0.00455, 0.00937]",42.830528259277344,-1.7861100435256958
195530,133,209092596.0,23,0.07000147551298141,0.06135355681180954,-4.193934917449951,1,[8.37],[0.865],[-2.93],[0.106],[1],[-999],[-999],[-999],[-999],[-999],[-999],1,[5.35],[2.07],[1.11],[0.00239],[1],[-999],[0.0166],[0.00815],[-0.0231],[0.0155],28.872600555419922,-2.4539449214935303
194912,299,503307396.0,16,0.07222724705934525,0.06791254132986069,-5.119894981384277,1,[12.7],[2.23],[-1.86],[0.106],[-1],[-999],[-999],[-999],[-999],[-999],[-999],2,"[35.5, 5.34]","[-0.221, 2.22]","[1.31, -1.85]","[-0.00876, -0.00437]","[-1, -1]","[-999, 6.4]","[0.000415, 0.0164]","[0.00119, 0.0156]","[2.34e-05, -0.0057]","[0.00243, 0.0328]",21.509864807128906,-2.3305139541625977
194533,769,955278150.0,14,0.07062115520238876,0.06396634131669998,0.5231668949127197,0,[],[],[],[],[],[],[],[],[],[],[],2,"[25.8, 7.85]","[0.594, -1.94]","[-0.58, -3.04]","[-0.00691, -0.00727]","[1, 1]","[0.348, 0.613]","[-0.00125, 0.000278]","[0.00407, 0.0206]","[-0.00239, 4.02]","[0.00311, 0.0159]",9.887417793273926,-0.5166050791740417
194455,167,248854278.0,24,0.06996311992406845,0.06335994601249695,1.0697444677352905,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],17.892559051513672,1.188523292541504
195915,489,753909245.0,13,0.07432907074689865,0.06386015564203262,-0.7990710735321045,0,[],[],[],[],[],[],[],[],[],[],[],3,"[7.1, 16.9, 16.3]","[1.12, -1.79, 2.41]","[2.9, 1.63, -0.933]","[0.0033, -0.0124, 0.00864]","[-1, -1, 1]","[-999, -999, -999]","[-0.0036, -0.00439, -0.809]","[0.00522, 0.00437, 0.00438]","[0.00401, -0.00248, 3.29]","[0.00506, 0.00624, 0.0317]",46.6707763671875,2.2646024227142334
194225,30,35455418.0,9,0.07423283159732819,0.062293991446495056,0.031052246689796448,0,[],[],[],[],[],[],[],[],[],[],[],2,"[18.7, 22.7]","[-0.967, -2.37]","[-2.16, 0.946]","[-0.00468, -0.0354]","[-1, 1]","[0.347, 0.425]","[-0.00401, 0.00408]","[0.0034, 0.00321]","[-0.00247, 0.00148]","[0.00353, 0.008]",15.70324420928955,-2.7839558124542236
195915,475,735851764.0,13,0.07421594113111496,0.0645514503121376,-1.2621716260910034,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],4.171684741973877,-0.46884873509407043
195749,103,206933234.0,17,0.07429680228233337,0.06577519327402115,-9.292155265808105,0,[],[],[],[],[],[],[],[],[],[],[],1,[38.4],[2.28],[-0.932],[0.0112],[1],[0.215],[0.00358],[0.00318],[-0.00383],[0.00833],31.127483367919922,0.5030122995376587
195530,328,477371962.0,13,0.07417561858892441,0.061923567205667496,-2.691204071044922,1,[5.29],[-0.883],[-2.02],[0.106],[-1],[-999],[-999],[-999],[-999],[-999],[-999],0,[],[],[],[],[],[],[],[],[],[],11.197115898132324,-0.8028234243392944
194712,506,355273430.0,11,0.06958608329296112,0.06106187030673027,-2.0973691940307617,0,[],[],[],[],[],[],[],[],[],[],[],1,[11.7],[-1.71],[0.312],[-0.0129],[1],[0.251],[0.0116],[0.00463],[0.0384],[0.00648],27.098535537719727,0.6433634161949158
194076,369,384319233.0,9,0.07465746998786926,0.05798966810107231,4.335629463195801,1,[3.23],[1.5],[0.216],[0.106],[1],[-999],[-999],[-999],[-999],[-999],[-999],1,[48.9],[-2],[1],[0.0316],[1],[0.0995],[-0.00234],[0.00407],[-0.00593],[0.00553],30.24822998046875,-1.8406763076782227
195016,114,135074591.0,16,0.06331618130207062,0.06015268340706825,7.448579788208008,0,[],[],[],[],[],[],[],[],[],[],[],2,"[5.38, 27.4]","[-1.19, 2.15]","[0.976, -2.28]","[0.00247, 0.0381]","[-1, -1]","[-999, 0.213]","[0.0177, 0.0114]","[0.00386, 0.0765]","[-9.18, -8.78]","[0.00714, 0.225]",6.236963272094727,0.8476369380950928
195378,235,287595660.0,19,0.06930860131978989,0.06045300140976906,-4.148587226867676,0,[],[],[],[],[],[],[],[],[],[],[],1,[20.9],[1.47],[2],[0.00971],[1],[0.637],[0.0144],[0.00949],[-0.0249],[0.0066],22.94426918029785,-2.264741897583008
194108,709,685572743.0,15,0.07015859335660934,0.06101353093981743,-2.446774959564209,0,[],[],[],[],[],[],[],[],[],[],[],3,"[27.9, 9.33, 6.36]","[0.389, 1.64, 2]","[0.231, -2.8, 0.435]","[0.0104, 0.00642, 0.00343]","[1, -1, 1]","[0.863, -999, 3.24]","[-0.00343, -0.00647, -0.469]","[0.0042, 0.00875, 0.207]","[-0.0294, -0.0133, 0.586]","[0.00191, 0.0129, 0.243]",19.16062355041504,-1.8591387271881104
194305,5,6476434.0,19,0.07724256813526154,0.06426572799682617,-6.504176139831543,0,[],[],[],[],[],[],[],[],[],[],[],2,"[19.5, 17.9]","[0.555, -2.38]","[-2.79, -0.327]","[0.005, 0.0148]","[1, -1]","[0.149, 0.193]","[0.00161, -0.00848]","[0.00229, 0.0102]","[0.00461, -0.0568]","[0.00253, 0.031]",22.5772647857666,1.7726510763168335
195552,31,55148847.0,21,0.07208051532506943,0.06108343228697777,-0.6651613116264343,1,[6.6],[-2.35e-05],[-1.73],[0.106],[-1],[-999],[-999],[-999],[-999],[-999],[-999],2,"[12.4, 88.6]","[-0.189, -1.01]","[0.843, -1.89]","[-0.00266, 0.0452]","[-1, 1]","[-999, -999]","[-0.00239, 0.0449]","[0.00554, 0.00531]","[0.00272, 0.553]","[0.0041, 0.00454]",26.912626266479492,-1.5413528680801392
195398,359,308473232.0,8,0.07878536731004715,0.06965404748916626,-1.3626222610473633,0,[],[],[],[],[],[],[],[],[],[],[],1,[10.1],[-0.282],[1.45],[-0.00348],[-1],[-999],[-0.00224],[0.00332],[0.000944],[0.00153],5.59555196762085,0.49164655804634094
195398,239,194898243.0,7,0.07272745668888092,0.05819360166788101,2.171211004257202,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],16.634843826293945,2.4678750038146973
195915,643,937659770.0,22,0.07227773219347,0.0632471814751625,-0.6161579489707947,0,[],[],[],[],[],[],[],[],[],[],[],2,"[44.6, 32.3]","[1.69, 1.37]","[-2.2, 1.26]","[0.0237, -0.0186]","[1, 1]","[-999, 1.03]","[0.00341, -0.0058]","[0.00407, 0.0114]","[-0.000375, 0.00195]","[0.00513, 0.00982]",33.7531623840332,-2.5182976722717285
195655,289,330721774.0,14,0.07360367476940155,0.06289499253034592,0.9859811663627625,1,[4.69],[-1.9],[2.06],[0.106],[-1],[-999],[-999],[-999],[-999],[-999],[-999],1,[16.6],[-1.8],[-2.26],[-0.0092],[1],[-999],[0.0117],[0.0051],[-0.00278],[0.0066],36.612483978271484,-1.864031195640564
195947,64,144471912.0,23,0.07415396720170975,0.06548300385475159,-0.05077110975980759,0,[],[],[],[],[],[],[],[],[],[],[],1,[38.6],[-2.14],[-0.573],[0.0157],[1],[-999],[0.133],[0.0142],[-0.838],[0.016],31.536775588989258,2.6145238876342773
194699,63,77554692.0,14,0.07051195204257965,0.06211286783218384,1.3898577690124512,0,[],[],[],[],[],[],[],[],[],[],[],1,[41.5],[2.07],[-2.96],[-0.0393],[1],[-999],[-0.323],[0.134],[-1.3],[0.28],35.34239959716797,1.5523247718811035
195937,199,162152848.0,10,0.07586265355348587,0.0634353831410408,3.2931110858917236,1,[5.02],[1.12],[1.05],[0.106],[-1],[-999],[-999],[-999],[-999],[-999],[-999],2,"[58.8, 33.8]","[1.14, 1.69]","[0.548, -3.06]","[-0.0241, -0.0192]","[-1, 1]","[0.084, 0]","[-0.00284, -0.00438]","[0.00202, 0.00586]","[0.00388, -0.00327]","[0.0035, 0.00522]",33.344844818115234,-2.66984486579895
195013,160,199325430.0,23,0.07611657679080963,0.06538248807191849,10.927993774414062,0,[],[],[],[],[],[],[],[],[],[],[],1,[32.4],[-1.19],[-0.762],[-0.00349],[1],[0.82],[0.00653],[0.00859],[0.00737],[0.00567],10.134171485900879,1.9244818687438965
195147,252,234762068.0,15,0.07485056668519974,0.05990440770983696,2.553151845932007,0,[],[],[],[],[],[],[],[],[],[],[],2,"[35.8, 39.7]","[1.38, 1.67]","[-1.11, 0.256]","[0.0129, -0.0449]","[-1, -1]","[-999, 0.325]","[-0.00108, 0.05]","[0.00324, 0.213]","[0.00087, -0.915]","[0.00443, 0.246]",18.440038681030273,1.7864629030227661
195655,8,9370625.0,17,0.07145802676677704,0.06339678168296814,-4.770463943481445,0,[],[],[],[],[],[],[],[],[],[],[],2,"[37.8, 39]","[0.383, -0.419]","[-2.77, 0.351]","[0.00288, -0.00622]","[1, -1]","[0.123, 0.0836]","[-0.00296, -0.000554]","[0.00336, 0.00266]","[-0.00195, -0.000392]","[0.00206, 0.00231]",11.040746688842773,0.5643714070320129
194912,497,821101437.0,20,0.07154925912618637,0.062934011220932,9.876914978027344,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],15.043901443481445,-0.488829106092453
196334,96,97353164.0,31,0.07127219438552856,0.05877462774515152,3.340587615966797,2,"[8.81, 99]","[0.0489, 2.65]","[2.44, 1.45]","[0.106, 0.106]","[1, 1]","[-999, -999]","[-999, -999]","[-0.00658, -999]","[0.00165, -999]","[-1.21, -999]","[0.00416, -999]",1,[59.1],[1.62],[-0.0916],[0.0588],[1],[0.09],[0.00417],[0.00306],[-0.00101],[0.00432],23.998701095581055,-2.8062918186187744
196197,452,679387045.0,15,0.07143523544073105,0.06401460617780685,-2.8555359840393066,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],24.938034057617188,-0.006016058847308159
195775,79,74790887.0,18,0.07386841624975204,0.05940782651305199,8.164113998413086,0,[],[],[],[],[],[],[],[],[],[],[],1,[42.4],[-2.6],[-0.328],[0.0364],[-1],[-999],[-0.0232],[0.0048],[-0.0202],[0.0102],15.8643798828125,-0.6863107681274414
195948,292,483886423.0,26,0.07310429215431213,0.06304440647363663,1.2780238389968872,2,"[3.06, 3.59]","[2.34, 2.45]","[-3.1, 1.78]","[0.106, 0.106]","[-1, -1]","[-999, -999]","[-999, -999]","[-999, -999]","[-999, -999]","[-999, -999]","[-999, -999]",1,[23.5],[0.615],[1.65],[-0.00795],[1],[-999],[-0.00126],[0.00321],[-0.00128],[0.00279],45.703372955322266,-0.45727214217185974
196453,98,94527677.0,15,0.0695204883813858,0.06564567983150482,-2.225785255432129,0,[],[],[],[],[],[],[],[],[],[],[],1,[20.9],[-1.43],[1.4],[0.0136],[-1],[-999],[0.00228],[0.00699],[1.46e-05],[0.00812],27.095760345458984,-2.083064556121826
194108,416,407111023.0,14,0.07697537541389465,0.06155458837747574,-0.607501208782196,0,[],[],[],[],[],[],[],[],[],[],[],1,[25.1],[0.838],[1.32],[-0.00805],[1],[0.103],[0.00182],[0.00186],[0.00446],[0.00262],58.33347702026367,2.811479091644287
194699,215,255234130.0,8,0.07272963225841522,0.05316479504108429,3.9785008430480957,0,[],[],[],[],[],[],[],[],[],[],[],2,"[7.97, 39.3]","[0.0172, 1.54]","[-1.18, 3.06]","[-0.00242, -0.0328]","[-1, -1]","[-999, 0.297]","[-0.00584, -0.00352]","[0.00768, 0.00416]","[0.00533, 0.00329]","[0.00548, 0.00463]",5.215950965881348,-0.1964579075574875
194480,429,385297554.0,3,0.07615265995264053,0.06229618191719055,4.863839626312256,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],4.234910488128662,0.7607572674751282
194479,307,361814254.0,14,0.07376591116189957,0.055127061903476715,1.869335651397705,1,[4.39],[2.21],[1.53],[0.106],[-1],[0],[0.41],[0.00176],[0.00434],[4.2e-05],[0.02],0,[],[],[],[],[],[],[],[],[],[],6.287823677062988,-0.4016810655593872
195165,108,145329647.0,13,0.07543376088142395,0.060252804309129715,0.09600172936916351,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],33.14826202392578,2.2154457569122314
194912,622,1000923794.0,21,0.07043298333883286,0.06302917748689651,-1.6868813037872314,0,[],[],[],[],[],[],[],[],[],[],[],3,"[33, 7.21, 32.9]","[-2, -1.77, 2.28]","[2.77, 2.85, -0.119]","[-0.0517, -0.00443, 0.0371]","[-1, 1, 1]","[0.412, -999, -999]","[-0.00414, 0.00423, 0.0197]","[0.00753, 0.0118, 0.023]","[0.000536, 0.017, 0.0128]","[0.00771, 0.0176, 0.0363]",32.65317153930664,-0.8670766949653625
195552,893,1143468368.0,19,0.0708504468202591,0.0639062449336052,-10.299847602844238,0,[],[],[],[],[],[],[],[],[],[],[],1,[13],[-0.178],[-1.02],[-0.00296],[1],[1],[0.00297],[0.00778],[-0.00361],[0.00534],12.95425033569336,0.722230851650238
194912,411,691224310.0,18,0.06985823810100555,0.06362482905387878,-3.2863879203796387,0,[],[],[],[],[],[],[],[],[],[],[],3,"[10.3, 10.2, 21.3]","[-1.36, -2.17, 2.39]","[-1.9, 1.81, 0.943]","[0.00315, 0.0162, -0.0378]","[-1, -1, 1]","[-999, -999, -999]","[0.0098, 0.000325, -0.000748]","[0.00479, 0.0068, 0.00697]","[6.51, -0.000762, 8.37]","[0.00528, 0.0123, 0.0377]",5.842476844787598,-2.7101805210113525
194464,17,25794497.0,12,0.06783206760883331,0.06156455725431442,-1.5219942331314087,1,[5.02],[1.69],[-2.92],[0.106],[-1],[0.975],[8.96],[0.00246],[0.00516],[-0.0315],[0.0117],2,"[27.4, 8.84]","[1.36, -0.695]","[-3.03, -0.148]","[-0.015, -0.00303]","[-1, 1]","[-999, -999]","[-0.00396, -0.00335]","[0.0036, 0.00386]","[-0.00519, -0.0189]","[0.00403, 0.00381]",13.872490882873535,-2.4989171028137207
194778,187,243134117.0,12,0.07404125481843948,0.06420628726482391,-2.2221758365631104,0,[],[],[],[],[],[],[],[],[],[],[],1,[8.22],[-0.879],[-2.26],[-0.00328],[1],[-999],[-0.000154],[0.00333],[-0.00308],[0.00442],31.002113342285156,1.0106141567230225
195251,13,23571995.0,22,0.07514999806880951,0.0643991157412529,0.6565254330635071,0,[],[],[],[],[],[],[],[],[],[],[],2,"[22.1, 27.3]","[-0.0703, -0.781]","[0.803, -2.58]","[0.00231, -0.00817]","[-1, 1]","[-999, 0.126]","[-0.000637, -0.00073]","[0.00241, 0.00847]","[-0.0013, 0.00356]","[0.00377, 0.0054]",35.09328842163086,-1.721246361732483
195655,287,329042244.0,13,0.07480902224779129,0.061412155628204346,1.2636295557022095,0,[],[],[],[],[],[],[],[],[],[],[],2,"[79.3, 24.4]","[-0.587, -0.763]","[-3.05, 0.418]","[0.0124, -0.012]","[-1, 1]","[0.0168, 0.0624]","[-0.000872, 0.0035]","[0.00175, 0.00384]","[-0.000596, 0.00227]","[0.00195, 0.00239]",15.346028327941895,-2.156018018722534
194115,114,83623173.0,11,0.07367254793643951,0.06061169505119324,-6.6056318283081055,0,[],[],[],[],[],[],[],[],[],[],[],1,[36.9],[-1.18],[-1.65],[-0.0142],[-1],[-999],[-0.00399],[0.00348],[-0.0012],[0.00448],28.678621292114258,0.7998299598693848
194480,612,557285227.0,9,0.0723581537604332,0.06264988332986832,-1.3752292394638062,0,[],[],[],[],[],[],[],[],[],[],[],1,[26.4],[-1.57],[-0.49],[-0.0207],[-1],[-999],[0.248],[0.228],[0.0769],[0.333],14.807145118713379,-0.5558285117149353
195016,213,246816312.0,15,0.07350458204746246,0.0628923773765564,6.620094299316406,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],13.019062042236328,2.1056954860687256
194643,215,273787172.0,18,0.07128755003213882,0.06454179435968399,0.2977256178855896,0,[],[],[],[],[],[],[],[],[],[],[],2,"[45.4, 35.5]","[-0.448, 0.706]","[-1.01, 1.56]","[0.0185, 0.0119]","[-1, 1]","[0.0785, 0.122]","[-0.00157, 7.06e-06]","[0.00201, 0.00245]","[-0.00058, 0.0058]","[0.00254, 0.00219]",25.386859893798828,-2.7729055881500244
194224,396,575728634.0,18,0.065852589905262,0.06707718968391418,-0.9535558223724365,0,[],[],[],[],[],[],[],[],[],[],[],2,"[17, 23.9]","[-0.0619, 2.41]","[2.52, -0.806]","[0.00701, -0.00825]","[-1, 1]","[-999, -999]","[-0.000426, 0.0479]","[0.00138, 0.0168]","[-0.00326, 1.76]","[0.00362, 0.0509]",46.295745849609375,-0.8591063022613525
195930,515,456565568.0,12,0.07253213971853256,0.06315537542104721,-1.941311240196228,0,[],[],[],[],[],[],[],[],[],[],[],1,[12.9],[1.82],[-0.34],[0.0105],[-1],[-999],[0.00107],[0.00617],[-0.00184],[0.00845],13.033040046691895,-0.549018144607544
196452,265,356784967.0,18,0.07822349667549133,0.05670083686709404,4.093674659729004,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],28.339380264282227,1.6893658638000488
194643,121,157930880.0,15,0.07314619421958923,0.06426700204610825,3.6153409481048584,0,[],[],[],[],[],[],[],[],[],[],[],3,"[32.1, 11.1, 16.2]","[-1.99, -0.709, 2.04]","[-0.56, 3.08, 2.66]","[-0.0238, 0.000194, -0.0177]","[-1, -1, 1]","[-999, 6.11, -999]","[0.0027, 0.000816, -0.868]","[0.0052, 0.00412, 0.618]","[0.00104, -0.00223, -5.11]","[0.00659, 0.00399, 0.476]",54.582401275634766,0.37290138006210327
194151,153,153140728.0,13,0.0717688500881195,0.06239202991127968,1.454365611076355,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],25.547348022460938,-1.7251213788986206
194314,152,195723994.0,23,0.07316330820322037,0.05863950401544571,4.886855602264404,0,[],[],[],[],[],[],[],[],[],[],[],1,[36],[1.97],[-0.647],[0.041],[1],[0.0808],[-0.00941],[0.0111],[0.00717],[0.00981],47.8243522644043,2.5151753425598145
194050,189,173059604.0,9,0.0735289454460144,0.06245279684662819,-3.0335001945495605,0,[],[],[],[],[],[],[],[],[],[],[],1,[19],[0.189],[1.5],[0.00347],[-1],[-999],[0.0176],[0.00511],[0.00325],[0.00317],12.886387825012207,1.8112303018569946
194115,436,414963428.0,11,0.07388201355934143,0.060810741037130356,2.9949958324432373,0,[],[],[],[],[],[],[],[],[],[],[],1,[14.4],[-0.108],[-3.13],[-0.00164],[1],[-999],[0.00129],[0.00262],[-0.00545],[0.00395],49.1297492980957,0.957328200340271
194076,727,713249012.0,12,0.0719417855143547,0.061985600739717484,-3.386352300643921,0,[],[],[],[],[],[],[],[],[],[],[],2,"[22.7, 25.6]","[1.3, 1.77]","[-0.879, 2.53]","[-0.00766, 0.0123]","[-1, 1]","[0.0139, 0.0156]","[-0.00134, 0.000771]","[0.00223, 0.00434]","[-0.00131, -0.0017]","[0.0043, 0.00483]",9.87749195098877,-0.18382485210895538
196199,354,405136252.0,21,0.07451505959033966,0.06459096819162369,3.1228761672973633,0,[],[],[],[],[],[],[],[],[],[],[],1,[21],[1.85],[-2.75],[-0.0236],[-1],[0.553],[-0.195],[0.0364],[2.14],[0.0497],26.475250244140625,-1.5294569730758667
194631,57,89660592.0,16,0.07260381430387497,0.06087886914610863,-2.0310630798339844,0,[],[],[],[],[],[],[],[],[],[],[],2,"[19.2, 20.6]","[0.306, -2.24]","[0.566, -2.12]","[0.00493, -0.015]","[-1, -1]","[-999, -999]","[-0.0183, 0.278]","[0.00451, 0.0458]","[1.89, 4.44]","[0.00385, 0.0775]",16.48868751525879,1.3193631172180176
194896,39,61220694.0,17,0.0687938779592514,0.062284134328365326,-5.589269638061523,0,[],[],[],[],[],[],[],[],[],[],[],1,[20.9],[0.373],[1.37],[-0.00437],[1],[-999],[-0.000592],[0.00414],[4.88],[0.00209],12.462589263916016,3.075197696685791
196364,768,701582781.0,9,0.07164458185434341,0.06106678023934364,-4.994797706604004,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],7.655920505523682,3.062734365463257
195165,41,53104882.0,16,0.07403707504272461,0.06282497197389603,1.8292138576507568,1,[3.37],[-0.195],[1.83],[0.106],[1],[4.1],[4.57],[-999],[-999],[-999],[-999],1,[59.4],[-1.67],[-1.44],[0.0196],[-1],[-999],[-0.00146],[0.00888],[0.0228],[0.0131],21.289127349853516,1.0176947116851807
196250,223,381181689.0,19,0.07085779309272766,0.0651455894112587,4.206995010375977,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],12.954910278320312,2.4634265899658203
195649,169,248769658.0,9,0.07160525768995285,0.06202853471040726,-1.5940678119659424,0,[],[],[],[],[],[],[],[],[],[],[],3,"[11, 8.52, 40.6]","[0.422, 0.175, 1.96]","[-2.54, 0.308, -2.32]","[0.00276, 0.00141, 0.0492]","[-1, -1, -1]","[2.58, -999, -999]","[0.00216, 0.000243, -0.00338]","[0.00279, 0.00372, 0.00774]","[-0.00205, 0.00148, -0.0063]","[0.00242, 0.00475, 0.0082]",15.59439468383789,2.573617458343506
194825,144,148115361.0,24,0.07454979419708252,0.06107648089528084,-0.20085066556930542,0,[],[],[],[],[],[],[],[],[],[],[],1,[19.9],[-0.206],[1.34],[-0.00301],[-1],[0.694],[-0.000953],[0.00212],[-0.000405],[0.00112],19.757570266723633,1.5414971113204956
194315,414,503570675.0,11,0.07095105201005936,0.06289198994636536,1.9818646907806396,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],14.365801811218262,-2.5965218544006348
195113,475,564863259.0,10,0.07682321220636368,0.05515408143401146,-2.914398431777954,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],24.68730354309082,-2.6894781589508057
194711,307,269825483.0,7,0.07421550899744034,0.06356937438249588,10.008916854858398,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],15.85126781463623,-0.8124048709869385
195378,765,914357971.0,18,0.0736028403043747,0.06315930932760239,-3.369288444519043,0,[],[],[],[],[],[],[],[],[],[],[],3,"[8.79, 30.2, 35.7]","[2.13, 1.91, -1.43]","[-2.75, -2.73, -1.64]","[-0.00119, -0.016, 0.0258]","[-1, -1, -1]","[-999, -999, 0.938]","[-0.0112, 0.000621, -0.0533]","[0.0101, 0.00736, 0.0162]","[0.0133, 0.0012, -0.0203]","[0.0133, 0.0142, 0.013]",7.414958953857422,0.725659966468811
195163,125,132291439.0,20,0.07613282650709152,0.06426043063402176,2.0822196006774902,1,[3.81],[1.38],[-1.87],[0.106],[-1],[-999],[-999],[-999],[-999],[-999],[-999],0,[],[],[],[],[],[],[],[],[],[],21.274368286132812,-2.071134090423584
