run,luminosityBlock,event,PV_npvs,PV_x,PV_y,PV_z,nMuon,Muon_pt,Muon_eta,Muon_phi,Muon_mass,Muon_charge,Muon_pfRelIso03_all,Muon_pfRelIso04_all,Muon_dxy,Muon_dxyErr,Muon_dz,Muon_dzErr,nElectron,Electron_pt,Electron_eta,Electron_phi,Electron_mass,Electron_charge,Electron_pfRelIso03_all,Electron_dxy,Electron_dxyErr,Electron_dz,Electron_dzErr,MET_pt,MET_phi
194314,220,307396207.0,18,0.07570679485797882,0.06041710451245308,2.8190016746520996,0,[],[],[],[],[],[],[],[],[],[],[],3,"[9.15, 15.9, 18.6]","[1.86, 1.24, 1.34]","[1.56, -2.43, -2.48]","[-0.00588, 0.00822, 0.0109]","[-1, -1, 1]","[0.494, 2.71, 2.33]","[-0.00406, 0.00194, 0.00164]","[0.00416, 0.00367, 0.00746]","[0.000586, 0.000914, -0.000942]","[0.00759, 0.00462, 0.00596]",3.6191623210906982,-2.859450101852417
196334,82,70789224.0,21,0.07615017890930176,0.06362402439117432,3.409827470779419,0,[],[],[],[],[],[],[],[],[],[],[],3,"[21.3, 9.34, 13.8]","[0.382, 0.696, 2.09]","[2.49, 0.0651, -0.898]","[-0.00295, 0.00313, 0.0132]","[-1, 1, 1]","[-999, -999, 0.272]","[-0.000608, 0.00131, -0.0128]","[0.00182, 0.00636, 0.024]","[-0.000462, 0.0019, 0.00787]","[0.00174, 0.00485, 0.0141]",19.96092414855957,-1.022682785987854
195758,7,10361466.0,19,0.07318135350942612,0.06326062977313995,0.9696881771087646,0,[],[],[],[],[],[],[],[],[],[],[],1,[30.1],[-2.33],[0.785],[0.029],[-1],[-999],[-0.0178],[0.0158],[-0.0445],[0.0357],34.43124008178711,-1.9954668283462524
195950,979,897451974.0,11,0.07020433247089386,0.06536966562271118,-3.7544918060302734,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],12.420720100402832,0.10758128017187119
194912,1554,1975474430.0,8,0.07669124007225037,0.06339821219444275,-0.9875410795211792,0,[],[],[],[],[],[],[],[],[],[],[],1,[15.8],[2.17],[1.52],[0.0263],[-1],[0.449],[0.000263],[0.0137],[-0.00425],[0.0121],18.796852111816406,-0.3016635477542877
194424,165,206659764.0,12,0.06935175508260727,0.058810316026210785,-7.016357421875,0,[],[],[],[],[],[],[],[],[],[],[],1,[50.4],[-0.765],[2.91],[-0.0192],[1],[-999],[-0.00283],[0.019],[-0.0228],[0.00887],12.518587112426758,2.931959867477417
194789,500,615775660.0,14,0.07052472978830338,0.06513257324695587,8.427043914794922,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],13.722652435302734,-0.8178198933601379
196453,667,579555966.0,9,0.07337938994169235,0.061173852533102036,-1.879926323890686,0,[],[],[],[],[],[],[],[],[],[],[],2,"[84.7, 24.4]","[-1.58, -2.3]","[1.17, -0.753]","[-0.0305, 0.0114]","[-1, 1]","[0.00652, 0.0274]","[0.0882, -0.0715]","[0.00695, 0.0147]","[-0.0624, -0.00874]","[0.00577, 0.0466]",15.00020980834961,2.9742321968078613
195915,807,1114629615.0,16,0.07458207756280899,0.06379159539937973,2.7670443058013916,0,[],[],[],[],[],[],[],[],[],[],[],2,"[29.1, 13]","[0.057, -0.0413]","[-1.66, -0.804]","[0.0094, 0.00257]","[-1, 1]","[0.0841, 0.401]","[-0.000596, -0.000206]","[0.00241, 0.00293]","[-0.00193, -0.000984]","[0.00413, 0.00335]",47.03362274169922,3.1327404975891113
195915,677,976328280.0,12,0.07476504147052765,0.06071162223815918,0.07263147830963135,0,[],[],[],[],[],[],[],[],[],[],[],1,[37.9],[2.45],[0.245],[0.0692],[1],[-999],[0.00343],[0.0116],[-0.0326],[0.0328],13.274733543395996,0.1912223994731903
194735,116,135077052.0,23,0.07440557330846786,0.0624120868742466,-0.1068376675248146,1,[8.93],[-2.37],[0.719],[0.106],[-1],[-999],[-999],[-999],[-999],[-999],[-999],0,[],[],[],[],[],[],[],[],[],[],8.827737808227539,-2.876720666885376
196349,162,222247674.0,20,0.0718550905585289,0.06407209485769272,-2.5720624923706055,0,[],[],[],[],[],[],[],[],[],[],[],1,[22.1],[0.408],[1.93],[0.00732],[-1],[-999],[0.00468],[0.00359],[-0.00566],[0.00396],8.67422103881836,0.5044873952865601
195774,819,1192950762.0,13,0.07276755571365356,0.06418819725513458,-10.672520637512207,0,[],[],[],[],[],[],[],[],[],[],[],2,"[7.43, 26.5]","[1.7, 2.39]","[-2.26, 0.441]","[-0.000887, -0.00971]","[-1, 1]","[-999, -999]","[-0.00428, 0.0165]","[0.0141, 0.0117]","[7.41, 0.0108]","[0.00659, 0.0149]",44.292640686035156,-1.3794584274291992
194912,852,1293102093.0,18,0.06871328502893448,0.06231201812624931,6.3287529945373535,0,[],[],[],[],[],[],[],[],[],[],[],2,"[44.4, 26.1]","[-0.0964, -1.61]","[0.668, 3.06]","[0.000647, -0.022]","[-1, 1]","[-999, 1.51]","[-0.00128, 0.0298]","[0.00271, 0.0116]","[0.00331, -0.0697]","[0.00357, 0.00998]",14.1119966506958,-2.7506606578826904
196437,85,81162399.0,6,0.06990612298250198,0.06383713334798813,-6.007473468780518,0,[],[],[],[],[],[],[],[],[],[],[],1,[42],[-2.37],[2.79],[-0.0381],[1],[-999],[0.117],[0.0109],[-2.07],[0.0319],21.737323760986328,-0.5820590257644653
195868,161,268701309.0,22,0.07487775385379791,0.06191263347864151,-1.8268978595733643,0,[],[],[],[],[],[],[],[],[],[],[],3,"[7.88, 8.44, 36.8]","[0.663, 1.68, 0.781]","[-1.91, 0.787, 1.04]","[0.00339, -0.00107, 0.00862]","[-1, 1, 1]","[-999, -999, 1.68]","[-0.00178, 0.0011, -0.00981]","[0.0034, 0.00513, 0.00574]","[0.00193, 0.00886, 0.000657]","[0.00312, 0.00685, 0.00472]",30.535022735595703,-1.6007510423660278
195655,172,204184161.0,14,0.07688932865858078,0.06095311418175697,2.24599027633667,0,[],[],[],[],[],[],[],[],[],[],[],2,"[25.8, 19.6]","[1.95, 2.42]","[-2.03, 1.35]","[0.0246, 0.027]","[-1, -1]","[-999, 0.534]","[-0.0661, 0.0248]","[0.0258, 0.0332]","[0.0297, -0.103]","[0.0287, 0.0421]",17.783653259277344,0.09101922810077667
196250,118,213330468.0,17,0.06992977112531662,0.062020041048526764,-7.658493995666504,0,[],[],[],[],[],[],[],[],[],[],[],2,"[16.5, 24.6]","[2.3, 1.07]","[1.02, -2.42]","[-0.0173, -0.0115]","[1, -1]","[-999, 0.389]","[0.000819, -0.00735]","[0.0137, 0.00551]","[-0.0162, 0.00584]","[0.0213, 0.00553]",32.312355041503906,0.3494623601436615
196453,794,675932548.0,12,0.07206831127405167,0.06317566335201263,-9.938813209533691,0,[],[],[],[],[],[],[],[],[],[],[],2,"[23.4, 29.9]","[1.46, 2.32]","[-1.87, 1.29]","[-0.00901, -0.0155]","[1, -1]","[-999, 0.297]","[0.00273, -0.0119]","[0.00462, 0.016]","[7.89, 7.9]","[0.00674, 0.0278]",12.85912799835205,-0.832095205783844
194210,391,362071573.0,16,0.07546854019165039,0.06038188561797142,4.160862445831299,0,[],[],[],[],[],[],[],[],[],[],[],2,"[32.2, 42.9]","[-0.988, -0.0414]","[3.01, -0.163]","[0.00705, 0.00722]","[1, -1]","[0.0639, 0.0371]","[0.00408, 0.0115]","[0.00285, 0.0018]","[0.00731, 0.000875]","[0.00305, 0.00333]",10.64452838897705,0.568445086479187
195530,120,189420067.0,15,0.07290112972259521,0.06296080350875854,1.721787929534912,0,[],[],[],[],[],[],[],[],[],[],[],1,[27.2],[2.03],[1.88],[-0.00324],[1],[0.463],[-0.0609],[0.0174],[-0.164],[0.0233],35.613494873046875,-2.2992165088653564
194429,269,257613793.0,8,0.07304244488477707,0.05682730674743652,-1.8887653350830078,0,[],[],[],[],[],[],[],[],[],[],[],2,"[38.4, 45.9]","[1.17, 0.0649]","[-1.79, 1.39]","[-0.0182, 0.0113]","[-1, 1]","[0.077, 0.0819]","[0.000276, -0.00647]","[0.00246, 0.00125]","[0.00922, -0.00271]","[0.00357, 0.00364]",17.056249618530273,-1.9759047031402588
194424,163,203322325.0,20,0.07224594801664352,0.06347039341926575,0.17666679620742798,0,[],[],[],[],[],[],[],[],[],[],[],2,"[16.7, 79.3]","[1.54, -0.797]","[-1.59, 0.762]","[-0.00285, 0.0286]","[1, 1]","[-999, -999]","[-0.00163, -0.000933]","[0.00285, 0.0031]","[-0.00305, 0.00153]","[0.00511, 0.00337]",34.89969253540039,-2.370840072631836
194789,463,577183813.0,11,0.07193290442228317,0.0615486241877079,-7.503599166870117,0,[],[],[],[],[],[],[],[],[],[],[],1,[43.7],[2.12],[-0.994],[0.0252],[1],[0.0769],[-0.00196],[0.00698],[0.00445],[0.00748],2.712862730026245,-1.5274852514266968
195948,126,232670555.0,24,0.07456949353218079,0.06259305030107498,3.505194664001465,2,"[4.01, 6.92]","[0.304, 0.546]","[-0.898, -2.05]","[0.106, 0.106]","[-1, 1]","[15.1, -999]","[17, -999]","[-0.00182, -999]","[0.00328, -999]","[0.00343, -999]","[0.00487, -999]",2,"[12.2, 63.4]","[0.665, 0.891]","[-2.05, -0.865]","[0.00304, -0.0255]","[-1, 1]","[-999, -999]","[4.63e-05, 0.000156]","[0.00403, 0.00546]","[-0.00112, 0.00505]","[0.00378, 0.00565]",35.19770050048828,0.9344945549964905
194619,62,108717258.0,20,0.07035385072231293,0.05692824721336365,-3.5224382877349854,1,[3.28],[2.41],[1.15],[0.106],[-1],[-999],[-999],[-999],[-999],[-999],[-999],1,[28.9],[2.08],[2.91],[-0.0271],[1],[0.115],[-0.0457],[0.0308],[0.0503],[0.0266],28.260719299316406,-1.047158122062683
195397,439,633172061.0,14,0.07579924911260605,0.06288615614175797,8.21972942352295,0,[],[],[],[],[],[],[],[],[],[],[],1,[29.9],[-2.23],[1.6],[0.0435],[1],[-999],[0.316],[0.00973],[-0.322],[0.00624],6.122079849243164,2.2552928924560547
195937,152,124686517.0,10,0.07517032325267792,0.0634135976433754,9.190393447875977,0,[],[],[],[],[],[],[],[],[],[],[],1,[38.5],[-2.14],[-0.00824],[0.0177],[-1],[-999],[-0.000325],[0.00603],[-0.00456],[0.0106],20.95589256286621,3.0877108573913574
196438,579,473455237.0,10,0.06587712466716766,0.06216806545853615,-9.888579368591309,0,[],[],[],[],[],[],[],[],[],[],[],1,[15.6],[0.812],[-1.96],[0.00282],[-1],[-999],[0.00382],[0.00432],[7.24],[0.00444],17.490190505981445,1.8415217399597168
196509,23,26981719.0,18,0.06909273564815521,0.06580787152051926,-4.756777763366699,0,[],[],[],[],[],[],[],[],[],[],[],1,[22.6],[1.66],[-2.02],[0.0132],[1],[0.0334],[-0.00373],[0.00658],[-0.00321],[0.00699],27.93173599243164,-1.023489236831665
195749,20,41131622.0,22,0.07368402928113937,0.06076581031084061,11.504769325256348,1,[3.54],[-2.12],[-1.78],[0.106],[1],[-999],[-999],[-999],[-999],[-999],[-999],0,[],[],[],[],[],[],[],[],[],[],7.546981334686279,-2.3542048931121826
194150,303,374113357.0,20,0.07196497172117233,0.0611753910779953,0.2712422013282776,0,[],[],[],[],[],[],[],[],[],[],[],2,"[6.68, 14.4]","[0.575, -0.251]","[-0.141, 3]","[-0.00265, -0.000725]","[-1, 1]","[-999, -999]","[0.00125, 0.00374]","[0.00409, 0.01]","[-1.82, 0.00179]","[0.0038, 0.00482]",14.205013275146484,-2.6052169799804688
195915,796,1102909247.0,21,0.0716627761721611,0.06576556712388992,-4.37114953994751,1,[35.4],[-0.478],[1.08],[0.106],[-1],[-999],[-999],[-999],[-999],[-999],[-999],0,[],[],[],[],[],[],[],[],[],[],19.410062789916992,-2.332732677459717
195950,1070,982873838.0,6,0.07464619725942612,0.0643039122223854,2.7304718494415283,0,[],[],[],[],[],[],[],[],[],[],[],1,[8.43],[0.753],[-2.66],[0.00133],[-1],[-999],[0.000254],[0.00394],[-0.00525],[0.0035],28.333332061767578,1.1191084384918213
196364,1289,1184830430.0,5,0.07424844056367874,0.06154802441596985,-3.604301929473877,0,[],[],[],[],[],[],[],[],[],[],[],1,[28.7],[1.77],[-0.955],[-0.0242],[1],[-999],[0.00683],[0.00492],[0.00783],[0.00573],9.347061157226562,0.15112918615341187
195915,121,218362985.0,20,0.07359853386878967,0.062249328941106796,2.010053873062134,0,[],[],[],[],[],[],[],[],[],[],[],2,"[50.5, 30.7]","[-2.23, -1.11]","[-0.703, 2.63]","[-0.0407, -0.00847]","[1, 1]","[-999, 1.34]","[0.00219, 0.00107]","[0.0036, 0.00657]","[-0.00313, 0.00839]","[0.00603, 0.00554]",30.184236526489258,-3.1224160194396973
195099,227,347406069.0,25,0.0673358365893364,0.06400635838508606,1.2902806997299194,1,[9.51],[1.64],[-0.994],[0.106],[1],[-999],[-999],[0.00634],[0.00454],[-0.0298],[0.00839],1,[92.6],[-1.15],[-0.285],[-0.032],[-1],[0.0929],[4.56e-05],[0.00191],[0.00177],[0.00297],98.75853729248047,-2.790381908416748
196364,87,93795961.0,11,0.07172920554876328,0.06288523972034454,0.7407050728797913,0,[],[],[],[],[],[],[],[],[],[],[],3,"[21.6, 17.3, 77]","[1.09, 0.698, -0.793]","[-2.94, -2.02, 0.639]","[-0.0101, 0.00415, 0.0191]","[1, -1, -1]","[-999, 0.663, 0.376]","[0.00444, -0.00233, -0.00105]","[0.00309, 0.00454, 0.00309]","[-0.00424, 0.00222, 0.00533]","[0.00347, 0.00421, 0.00316]",13.445516586303711,2.622709274291992
195304,1194,1252092748.0,7,0.07450155913829803,0.06609164923429489,0.05553831532597542,0,[],[],[],[],[],[],[],[],[],[],[],2,"[51.1, 39.6]","[0.0594, 0.71]","[-1.86, 1.27]","[0.00711, 0.0117]","[-1, 1]","[0.015, 0.0351]","[-0.002, -0.000398]","[0.00173, 0.00138]","[0.00202, -0.00273]","[0.00336, 0.00198]",10.482250213623047,-1.3445184230804443
196199,43,52550605.0,18,0.0699414312839508,0.0622076652944088,1.5213483572006226,0,[],[],[],[],[],[],[],[],[],[],[],1,[39.8],[1.94],[1.72],[0.0241],[1],[-999],[0.0491],[0.00892],[0.276],[0.00904],38.646244049072266,-1.0472153425216675
195378,131,126431762.0,19,0.07468638569116592,0.06313932687044144,8.416374206542969,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],10.106148719787598,1.6877260208129883
195013,298,439960035.0,20,0.07470227777957916,0.06290782243013382,3.677053451538086,5,"[3.66, 5.61, 3.33, 6.12, 3.56]","[1.61, 1.57, 2.49, 1.54, 1.61]","[1.35, 1.41, 1.17, 1.38, 1.35]","[0.106, 0.106, 0.106, 0.106, 0.106]","[1, 1, 1, 1, 1]","[-999, -999, -999, -999, -999]","[-999, -999, -999, -999, -999]","[-999, -999, -999, -999, -999]","[-999, -999, -999, -999, -999]","[-999, -999, -999, -999, -999]","[-999, -999, -999, -999, -999]",2,"[22, 85]","[1.79, 1.86]","[-0.298, -1.84]","[-0.00542, -0.083]","[-1, 1]","[-999, -999]","[-0.00118, 0.00849]","[0.00268, 0.00655]","[0.0069, -1.21]","[0.00585, 0.00739]",30.28655433654785,0.9897514581680298
195540,131,139233971.0,20,0.0746154859662056,0.06235373392701149,-1.9387685060501099,0,[],[],[],[],[],[],[],[],[],[],[],2,"[47.4, 45.6]","[-1.11, -1.02]","[-0.761, 2.33]","[-0.0236, 0.0177]","[-1, 1]","[0.17, 0.0987]","[-0.00247, -0.00119]","[0.00274, 0.00297]","[-0.0032, -0.000377]","[0.00326, 0.00293]",25.821836471557617,1.5278754234313965
196047,39,70101991.0,22,0.06733907759189606,0.061855386942625046,-8.061002731323242,0,[],[],[],[],[],[],[],[],[],[],[],1,[60.9],[2.2],[-0.662],[0.0572],[1],[0.101],[0.00477],[0.00501],[-0.0114],[0.01],5.388186454772949,0.14364571869373322
196199,348,398570402.0,16,0.07056263089179993,0.06296686828136444,-7.0184736251831055,0,[],[],[],[],[],[],[],[],[],[],[],1,[27.3],[-1.59],[1.53],[0.0178],[-1],[0.428],[0.00185],[0.00627],[0.00495],[0.00583],27.69130516052246,0.03533753380179405
194643,25,32040124.0,14,0.07479806989431381,0.06106259673833847,-5.180415630340576,0,[],[],[],[],[],[],[],[],[],[],[],1,[52.2],[-1.19],[0.551],[-0.0215],[1],[0.313],[-0.00143],[0.00404],[-0.00686],[0.00556],12.84721851348877,0.4496506154537201
195868,90,155450797.0,18,0.07416766881942749,0.06588102877140045,5.2025957107543945,0,[],[],[],[],[],[],[],[],[],[],[],1,[30],[1.81],[1.62],[0.0258],[1],[0.16],[0.00933],[0.00739],[-0.0095],[0.0116],5.435620307922363,2.613583564758301
196364,365,367247513.0,9,0.07368770241737366,0.06461820751428604,1.24394690990448,0,[],[],[],[],[],[],[],[],[],[],[],1,[10.6],[1.58],[1.59],[0.00634],[1],[0.848],[0.00493],[0.00803],[0.00317],[0.00681],19.745025634765625,-2.4994704723358154
194912,415,696767403.0,15,0.06917807459831238,0.06209862604737282,-5.700140953063965,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],15.847283363342285,-1.5777902603149414
196453,1012,887409985.0,9,0.06812364608049393,0.06507976353168488,-0.7923551797866821,0,[],[],[],[],[],[],[],[],[],[],[],1,[32.3],[2.42],[2.11],[-0.0233],[-1],[-999],[0.161],[0.115],[0.339],[0.523],6.028284549713135,0.2976841926574707
194691,257,367775795.0,4,0.07231814414262772,0.06003667041659355,1.7424700260162354,1,[5],[-2.05],[1.57],[0.106],[-1],[-999],[-999],[-999],[-999],[-999],[-999],1,[39.5],[2.01],[-2.03],[-0.0493],[-1],[-999],[1.11],[0.492],[-0.215],[0.41],21.92527961730957,1.890395164489746
195757,42,68153749.0,17,0.07233358174562454,0.06241966784000397,-0.9259237051010132,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],21.089614868164062,-0.18647685647010803
194199,265,237607158.0,14,0.07157544046640396,0.05979935824871063,2.332876682281494,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],23.667993545532227,-0.7641947865486145
194151,373,355953366.0,9,0.07497139275074005,0.05963391810655594,-3.130291223526001,0,[],[],[],[],[],[],[],[],[],[],[],1,[41.2],[-1.61],[0.364],[-0.00527],[1],[0.0279],[-0.00255],[0.00888],[-3.74],[0.00666],19.183673858642578,-0.18212556838989258
194712,737,577114178.0,7,0.07761845737695694,0.06341713666915894,1.749529480934143,0,[],[],[],[],[],[],[],[],[],[],[],1,[5.84],[2.06],[2.03],[-0.00882],[-1],[1.78],[-0.267],[0.481],[0.574],[0.452],9.208889961242676,2.4209883213043213
194455,82,87049897.0,15,0.07178918272256851,0.06455165147781372,-4.002829551696777,0,[],[],[],[],[],[],[],[],[],[],[],1,[9.16],[-1.87],[1.63],[0.00348],[-1],[-999],[-0.00237],[0.00264],[-0.000229],[0.00486],9.392036437988281,-2.02675199508667
195099,244,378485511.0,27,0.07243148982524872,0.06339193135499954,-5.864150524139404,0,[],[],[],[],[],[],[],[],[],[],[],1,[43.5],[-2.06],[-2.03],[-0.0342],[-1],[0.328],[0.00369],[0.00643],[13.9],[0.00667],29.214771270751953,-2.280905246734619
194108,542,532221248.0,16,0.07525850087404251,0.05889603868126869,1.1931737661361694,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],6.948307514190674,2.461696147918701
196199,307,355992672.0,17,0.06902202218770981,0.06289884448051453,1.0656821727752686,0,[],[],[],[],[],[],[],[],[],[],[],1,[14.1],[1.67],[-0.00784],[0.00395],[-1],[-999],[-0.00179],[0.00636],[-0.00155],[0.00631],19.31516456604004,-2.032392740249634
196453,1404,1239577763.0,12,0.07442332804203033,0.06598516553640366,-1.4200812578201294,0,[],[],[],[],[],[],[],[],[],[],[],2,"[32.7, 20.9]","[0.807, -1.34]","[-2.98, 0.044]","[-0.00981, -0.00653]","[1, -1]","[0.0845, 0.135]","[0.0044, -0.00136]","[0.0027, 0.00405]","[-0.000448, 0.00385]","[0.00361, 0.00408]",21.530290603637695,1.240838646888733
195552,699,953024179.0,13,0.07181208580732346,0.06389885395765305,13.415151596069336,0,[],[],[],[],[],[],[],[],[],[],[],2,"[23.2, 27.4]","[-1.04, 1.77]","[0.17, -2.7]","[0.00965, 0.0226]","[1, 1]","[0.484, 0.248]","[-0.0161, -0.0144]","[0.00808, 0.0277]","[-0.0053, -0.00349]","[0.00683, 0.0193]",40.7292594909668,2.615419387817383
194115,708,657555412.0,4,0.06870444864034653,0.058587249368429184,-3.111710786819458,0,[],[],[],[],[],[],[],[],[],[],[],1,[65],[2.5],[0.227],[0.0318],[-1],[-999],[0.00195],[0.00776],[0.0106],[0.0201],15.42102336883545,-2.573647975921631
195937,313,252071246.0,11,0.07169166207313538,0.06527172774076462,-0.6270508766174316,2,"[3.18, 7.38]","[2.26, 2.33]","[-0.114, -0.0228]","[0.106, 0.106]","[-1, -1]","[-999, -999]","[-999, -999]","[-999, -999]","[-999, -999]","[-999, -999]","[-999, -999]",1,[18.1],[2.33],[0.0199],[-0.0264],[1],[-999],[-0.131],[0.0215],[0.0497],[0.0468],5.590831756591797,-1.2080813646316528
196438,372,305307202.0,15,0.07061752676963806,0.06249590590596199,4.29832649230957,0,[],[],[],[],[],[],[],[],[],[],[],3,"[37.6, 40.5, 19.5]","[2.03, 0.247, -0.272]","[-3.12, 2.61, -0.346]","[-0.042, -0.00971, 0.00306]","[-1, 1, 1]","[0.399, 0.059, -999]","[-0.0025, -0.00383, 0.00127]","[0.00288, 0.00255, 0.00314]","[0.00905, -0.00122, -0.000966]","[0.0054, 0.00316, 0.00154]",8.65041732788086,0.8037553429603577
196531,294,413987076.0,24,0.07096249610185623,0.0626659095287323,5.085661888122559,0,[],[],[],[],[],[],[],[],[],[],[],1,[43.3],[-1.7],[-0.493],[-0.0117],[1],[-999],[0.00281],[0.00384],[-0.000278],[0.00485],12.536867141723633,-0.33702564239501953
196197,408,617349896.0,9,0.06762683391571045,0.06411414593458176,0.9383441805839539,0,[],[],[],[],[],[],[],[],[],[],[],2,"[46.2, 43.9]","[1.92, 0.891]","[2.06, -1.12]","[-0.066, -0.0175]","[-1, 1]","[0, 0.018]","[-0.00306, 0.00163]","[0.00242, 0.00418]","[0.00176, -0.00242]","[0.00434, 0.00338]",12.928359031677246,2.895677089691162
194210,276,263110843.0,12,0.0742834061384201,0.05554112419486046,10.203186988830566,0,[],[],[],[],[],[],[],[],[],[],[],1,[41.4],[-2.05],[1.76],[0.011],[-1],[0.112],[-0.0005],[0.0144],[-10.6],[0.0169],24.96309471130371,-0.14915646612644196
194912,191,304998479.0,20,0.07299845665693283,0.0634622573852539,-3.2545957565307617,0,[],[],[],[],[],[],[],[],[],[],[],1,[9.27],[0.225],[2.76],[0.00274],[-1],[4.49],[0.144],[0.113],[-0.0327],[0.0426],36.99867248535156,-0.9623234272003174
194120,131,102048290.0,5,0.07247748225927353,0.06383991986513138,-6.20217752456665,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],11.263670921325684,-2.2932486534118652
196199,28,34016524.0,11,0.06944441050291061,0.05900095775723457,-7.22448205947876,0,[],[],[],[],[],[],[],[],[],[],[],0,[],[],[],[],[],[],[],[],[],[],16.348064422607422,-0.6561270356178284
194480,92,83375527.0,15,0.0699988603591919,0.06304348260164261,1.4919360876083374,0,[],[],[],[],[],[],[],[],[],[],[],2,"[10.2, 15.2]","[0.271, 2.24]","[1.02, -2.56]","[0.00337, 0.0196]","[1, -1]","[-999, -999]","[0.00288, -0.000124]","[0.00343, 0.027]","[-0.00196, -0.0646]","[0.00318, 0.0483]",20.307891845703125,-0.05477821081876755
195398,370,318770295.0,8,0.0719294548034668,0.06514427065849304,-6.585536956787109,0,[],[],[],[],[],[],[],[],[],[],[],1,[25.9],[2.08],[-1.67],[-0.0148],[-1],[-999],[-0.0227],[0.0169],[-0.0708],[0.0281],9.049034118652344,0.6359974145889282
195397,334,501888236.0,13,0.07562173157930374,0.06520544737577438,2.2043375968933105,1,[5.29],[1],[2.78],[0.106],[-1],[-999],[-999],[-999],[-999],[-999],[-999],1,[34.6],[0.11],[-1.04],[-0.00691],[-1],[0.0744],[-0.000651],[0.00204],[0.00119],[0.00135],15.713041305541992,1.021804690361023
194050,91,60601278.0,14,0.07247325778007507,0.05538862571120262,-3.099964141845703,0,[],[],[],[],[],[],[],[],[],[],[],2,"[10.8, 35]","[-0.351, -0.824]","[1.44, -0.875]","[-0.00303, 0.0184]","[1, 1]","[-999, 0.291]","[0.000136, 0.00267]","[0.00329, 0.00485]","[-0.00537, 0.00646]","[0.00252, 0.00469]",40.219303131103516,-0.7991764545440674
194644,227,238720044.0,10,0.07216086983680725,0.06329946219921112,0.08517470210790634,0,[],[],[],[],[],[],[],[],[],[],[],2,"[10.3, 128]","[0.641, -0.613]","[-0.625, -3.06]","[-0.00214, -0.00461]","[-1, 1]","[2.31, 0.00607]","[-0.00494, 0.0024]","[0.00401, 0.00242]","[0.00674, -0.00143]","[0.00334, 0.00205]",33.357913970947266,0.1291261613368988
195163,308,449171265.0,19,0.07251525670289993,0.05759342014789581,1.9436132907867432,0,[],[],[],[],[],[],[],[],[],[],[],2,"[28.5, 63]","[0.904, 0.337]","[2.63, -0.95]","[0.0132, -0.0146]","[-1, 1]","[0.0574, 0.12]","[-0.00151, 0.0046]","[0.00229, 0.00876]","[-0.00032, 0.0147]","[0.0029, 0.00389]",5.6421589851379395,1.2956428527832031
196362,20,24566099.0,17,0.06909597665071487,0.0672731027007103,-9.351609230041504,0,[],[],[],[],[],[],[],[],[],[],[],2,"[46.6, 38.1]","[-0.599, 0.521]","[-0.767, 1.67]","[0.0116, 0.0128]","[-1, 1]","[0.0834, 0.06]","[-0.0027, 0.00204]","[0.00235, 0.00212]","[0.000204, -0.00254]","[0.00234, 0.00204]",16.599149703979492,-3.1003472805023193
194120,117,91273362.0,6,0.07582078129053116,0.05919608473777771,1.5608341693878174,0,[],[],[],[],[],[],[],[],[],[],[],1,[12.3],[-0.258],[-2.47],[-0.00236],[1],[-999],[7.47e-05],[0.00163],[0.003],[0.00339],19.635574340820312,-0.4273239076137543
195013,272,396837367.0,28,0.0709109902381897,0.06270992010831833,-4.406591415405273,0,[],[],[],[],[],[],[],[],[],[],[],2,"[8.08, 31.3]","[-0.934, 1.36]","[2.7, -0.277]","[-0.00376, -0.0128]","[1, -1]","[7.09, 0.942]","[-0.0299, 0.000786]","[0.0124, 0.00443]","[-0.00354, -0.000854]","[0.00875, 0.0045]",23.93984603881836,-0.7938932180404663
194314,173,232119892.0,25,0.07159382849931717,0.06211548298597336,1.3073581457138062,0,[],[],[],[],[],[],[],[],[],[],[],2,"[10.4, 27]","[0.0568, -1.08]","[-0.637, -1.39]","[0.00289, 0.0138]","[1, -1]","[0.576, 1.08]","[-0.00238, -0.00399]","[0.0047, 0.00315]","[1.04, -0.00175]","[0.00404, 0.00412]",31.94443702697754,1.2512881755828857
195113,485,574676325.0,10,0.07638192921876907,0.06556655466556549,3.7487945556640625,0,[],[],[],[],[],[],[],[],[],[],[],2,"[30.1, 30.2]","[0.154, 2.25]","[-1.1, 2.04]","[-0.00893, -0.0316]","[-1, 1]","[0.0987, 0.0238]","[-0.0205, -0.0322]","[0.00692, 0.0255]","[-4.28, -4.29]","[0.00404, 0.0356]",17.58277702331543,-0.392241895198822
